Magazin original,Magazin standard,Stradă standard,Localitate standard,Sector atribuit,Județ,Bazin comercial,Nr. clienți
Staer 23,Staer 23,Biruinte,Popești-Leordeni,—,Ilfov,Sud,1
Staer 23,Staer 23,Drumul Fermei,Popești-Leordeni,—,Ilfov,Sud,1
Staer 23,Staer 23,Șoseaua Postei,Posta,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,3a,Privighetorilor,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Arges,Pruni,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,1864,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 23,Staer 23,General David Praporgescu,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 23,Staer 23,Drumul Bacriului,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 23,Staer 23,Rezervelor,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 23,Staer 23,Dealu Mare,Samurcasi - Crevedia,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Islazului,Gruiu,—,Ilfov,Nord,1
Staer 23,Staer 23,Ion Barbu,Sat 1 Decembrie,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Șoseaua Baku,Afumați,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Șoseaua Bucuresti-Urziceni,Afumați,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Tudor Vladimirescu,"Sat Berceni , Comuna Berceni",—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Eroilor,Sat Berceni Com. Berceni,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Garii,Sat Catelu,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Principala,Sat Copaceni,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Bisericii,Sat Cosereni,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Macesului,Ștefăneștii de Jos,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Dr.fermei,Dobroești,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Orhideelor,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 23,Staer 23,Tineretului,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 23,Staer 23,Ciresului,Sat Fundeni,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Parului,Dobroești,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Mierlei,Glina,—,Ilfov,Est,1
Staer 23,Staer 23,Șoseaua Giurgiului,Jilava,—,Ilfov,Sud,1
Staer 23,Staer 23,Strada Grigore Alexandrescu,Periș,—,Ilfov,Nord,1
Staer 23,Staer 23,Drumul Fermei,Popești-Leordeni,—,Ilfov,Sud,1
Staer 23,Staer 23,Rezervelor,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 23,Staer 23,Rezervelor,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 23,Staer 23,Principala,Sat Sintesti - Vidra,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Parmac 5,"Sat Sintesti,com Vidra",—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Bisericii,Sat Vidra,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Begoniilor,Ștefăneștii de Jos,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Aurel Vlaicu,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Calea Ea Bucuresti,Săftica,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Splaiul Aiul Unirii,Sector 4,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Campului,Sintesti,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Principala,Sintesti - Vidra,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Florilor,Snagov,—,Ilfov,Nord,1
Staer 23,Staer 23,Liliacului,Snagov,—,Ilfov,Nord,1
Staer 23,Staer 23,Liliacului,Snagov,—,Ilfov,Nord,1
Staer 23,Staer 23,35,Solstitiului,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Viitorului( Cartier Alegria ),Sos Oltenitei Dn4( Spre Frumusani),—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Fagarasi,Ștefăneștii de Jos,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Liberattii,Ștefăneștii de Jos,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Libertatii,Ștefăneștii de Jos,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Șoseaua De Centura,Ștefăneștii de Jos,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Cosmopolis,Ștefăneștii de Jos,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Crinilor,Ștefăneștii de Jos,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Trandafirilor,Ștefăneștii de Jos,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Libertatii,Stefanestuii de Jos,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Complex Cosmopolis Str Hortensiei,Ștefăneștii de Jos,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,"Europa,cartier Cosmopolis",Ștefăneștii de Jos,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Fericirii,Ștefăneștii de Jos,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Linia de Centura- Cosmopolis,Ștefăneștii de Jos,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Salcamului,Ștefăneștii de Jos,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Strada Ada Lavandei - Cosmopolis,Ștefăneștii de Jos,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Strada Irisului,Ștefăneștii de Jos,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Șoseaua Linia de Centura,Ștefăneștii de Jos,—,Ilfov,Nord-Est,1
Staer 23,Staer 23,Atena,Tamas,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Nordului,Tamas,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Radu cel Frumos,Tinganu,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,1 Dec,Tunari,—,Ilfov,Nord,1
Staer 23,Staer 23,Aero City,Tunari,—,Ilfov,Nord,1
Staer 23,Staer 23,Campului,Tunari,—,Ilfov,Nord,1
Staer 23,Staer 23,Ecaterina Teodoroiu,Tunari,—,Ilfov,Nord,1
Staer 23,Staer 23,Izlasului,Tunari,—,Ilfov,Nord,1
Staer 23,Staer 23,Mihail Eminescu,Tunari,—,Ilfov,Nord,1
Staer 23,Staer 23,Murgului,Tunari,—,Ilfov,Nord,1
Staer 23,Staer 23,Nordului,Tunari,—,Ilfov,Nord,1
Staer 23,Staer 23,Oituz,Tunari,—,Ilfov,Nord,1
Staer 23,Staer 23,Orientului (mira Residance),Tunari,—,Ilfov,Nord,1
Staer 23,Staer 23,Orientului * Mira Rezidence,Tunari,—,Ilfov,Nord,1
Staer 23,Staer 23,Petuniei,Tunari,—,Ilfov,Nord,1
Staer 23,Staer 23,Primaverii,Tunari,—,Ilfov,Nord,1
Staer 23,Staer 23,Tudor Arghezi,Tunari,—,Ilfov,Nord,1
Staer 23,Staer 23,Washington,Tunari,—,Ilfov,Nord,1
Staer 23,Staer 23,X Ioan Cuza,Tunari,—,Ilfov,Nord,1
Staer 23,Staer 23,Xandru Ioan Cuza,Tunari,—,Ilfov,Nord,1
Staer 23,Staer 23,Poiana Florilor,Țegheș,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Strada Căminului,Țegheș,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Calea Ea Bucurestiului,Măgurele,—,Ilfov,Sud-Vest,1
Staer 23,Staer 23,Benzinariei,Vidra,—,Ilfov,Sud,1
Staer 23,Staer 23,Bisericii,Vidra,—,Ilfov,Sud,1
Staer 23,Staer 23,Ciresului,Vidra,—,Ilfov,Sud,1
Staer 23,Staer 23,Ciulinari,Vidra,—,Ilfov,Sud,1
Staer 23,Staer 23,Dragaica,Vidra,—,Ilfov,Sud,1
Staer 23,Staer 23,Lalelelor,Vidra,—,Ilfov,Sud,1
Staer 23,Staer 23,Linistei,Vidra,—,Ilfov,Sud,1
Staer 23,Staer 23,Macesului,Vidra,—,Ilfov,Sud,1
Staer 23,Staer 23,Margaretei,Vidra,—,Ilfov,Sud,1
Staer 23,Staer 23,Melodia,Vidra,—,Ilfov,Sud,1
Staer 23,Staer 23,Morii,Vidra,—,Ilfov,Sud,1
Staer 23,Staer 23,Nucului,Vidra,—,Ilfov,Sud,1
Staer 23,Staer 23,Nuferilor,Vidra,—,Ilfov,Sud,1
Staer 23,Staer 23,Prelungirea Ungirea Dealu Verde,Vidra,—,Ilfov,Sud,1
Staer 23,Staer 23,Rozelor,Vidra,—,Ilfov,Sud,1
Staer 23,Staer 23,Teiuliu,Vidra,—,Ilfov,Sud,1
Staer 23,Staer 23,Strada Ada Prel Dealu Verde,Vidra - Ansamblul Dealu Verde,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Salcamilor,Vidra - Dealul Verde,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Drumul Mare,Vidra - Sat Cretesti,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Vadul Mosului,Vidra - Sat Cretesti,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Zbarcea,Vidra - Sat Cretesti,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Principala,Vidra T=85 Lei,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Ciulinari,Vidra-Cretesti,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Principala,Vidra-Cretesti,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Baladei,Virteju,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,Clabucet,Voltuntari,—,Ilfov,Ilfov neatribuit,1
Staer 23,Staer 23,A.s.puskin,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Aleea Ardealului,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Amza Pellea,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Bacau,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Bulevardul Dunarii,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Bulevardul Eroilor,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Bulevardul Iancu Nicolae,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Bulevardul Independentei,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Bulevardul Pipera - Strada Matei Basarab,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Bulevardul Tudor Vladimirescu,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Bulevardul Voluntari,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Campul Pipera,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Crizantemelor,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Dragos Voda,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Drumul Becheanului,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Erou Nita Pintea,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Floarea Soarelui,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Galata,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,George Bacovia,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,George Bacovianr,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Harghita,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Iancu Brezeanu,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Ion Funaghi,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Ion Sion,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Izvorului,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Liliacului,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Lotusului,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Mircea Eliade,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Mircea Marinescu,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Narciselor,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Neajlov,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Pipera,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Popa Sapca,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Popasului,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Predeal,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Rozelor,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Scoli,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Siret,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Stefan cel Mare,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Strada Erou Iancu Nicolae,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Strada Prutului,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Strada Scolii,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Tarcau,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Ul Potcoavei,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Vasile Alecsandri,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Drumul Becheanului,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Campul Pipera,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Vasilica Tastaman,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Ecaterina Teodoroiu,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 23,Staer 23,Emil Racovita,Voluntari–Pipera,—,Ilfov,Nord,1
